Order Year,Order Month,Order Quarter,Region,Product Category,Product_Group,Price_Tier,Sales,Quantity,Discount,Profit,Profit Margin,Shipping Cost,Browsing Time (min),Average_Order_Value,Discount_Level,Profit_Margin_Level,LTV_Proxy,Education_Level,Is_Holiday_Season,Purchase_Frequency,Season
2023,12,Q4,西北,服装,产品49,低价,4785.83021941547,9,0.2117955798152455,696.4480816087068,45.437744342456185,36.9691122374051,36.05518137187319,531.7589132683856,高折扣,超高利润,6960.403519177481,高等教育,True,中频,冬
2024,11,Q4,华南,美妆,产品43,高价,1945.714558104366,5,0.0714628306426848,178.5565606041816,47.35110131827012,12.61993358331237,27.40618126139078,389.1429116208732,低折扣,超高利润,2867.031829876696,高等教育,False,中频,秋
2024,10,Q4,西南,家居,产品48,低价,1762.279239751798,7,0.1166024252012851,278.990443665552,44.03646605731876,42.439552389965634,32.28090401690687,251.75417710739973,中等折扣,超高利润,2538.324739000274,其他,False,中频,秋
2022,9,Q3,华东,电子产品,产品44,中价,405.9135036611236,5,0.1331104341089003,220.5996964689704,17.939751774144945,30.73317480007005,14.367513532400174,81.18270073222473,中等折扣,中利润,478.733378635664,中等教育,False,中频,秋
2023,10,Q4,西北,美妆,产品47,高价,2482.250905113927,7,0.2673941806819367,607.5499297816235,19.988920910231464,31.27504205174218,23.41724046513224,354.6072721591324,高折扣,中利润,2978.426075330654,高等教育,False,低频,秋
2022,10,Q4,华南,服装,产品23,低价,634.1667166405507,4,0.123399087099371,508.58373859386535,24.194556437453414,14.439893620059866,33.87566350374462,158.54167916013768,中等折扣,高利润,787.600540805694,其他,False,低频,秋
2023,7,Q3,西南,服装,产品4,低价,1317.845122544387,8,0.0435675059745747,868.4091971868394,11.268351023319536,8.33489371851747,21.35278556580718,164.7306403180484,低折扣,中利润,1466.3445368963842,高等教育,True,低频,夏
2023,1,Q1,西南,家居,产品27,低价,1653.0188466596787,7,0.1572944815020363,953.1461378340848,6.0022604780250735,25.912616138630213,27.46090580182416,236.14554952281125,中等折扣,低利润,1752.2373435870386,其他,True,低频,冬
2023,7,Q3,西南,电子产品,产品18,中价,4063.248985109252,5,0.2888873983945889,410.8112907219629,44.11047264264656,32.70253783650615,35.74804351955034,812.6497970218504,高折扣,超高利润,5855.567317088482,高等教育,True,高频,夏
2023,10,Q4,西南,电子产品,产品21,中价,4389.894386939893,6,0.1823056923152433,511.2870477480042,29.935792229470536,9.277090639775851,10.469708391720667,731.6490644899822,中等折扣,高利润,5704.044049707409,其他,False,低频,秋
2023,5,Q2,西南,食品,产品28,中价,1582.0849555612017,5,0.2950161661381718,971.8011932360978,32.39253239801974,47.7740513537675,3.9008711317292217,316.41699111224034,高折扣,超高利润,2094.56233735556,高等教育,False,中频,春
2024,6,Q2,西北,电子产品,产品35,中价,4307.620794098412,7,0.252332192681661,283.4765522069121,46.71448136680079,49.11864621047631,24.400234475675425,615.3743991569161,高折扣,超高利润,6319.903507309951,中等教育,False,低频,夏
2022,10,Q4,华南,家居,产品22,低价,4300.431593111976,2,0.0107897268640238,794.4668676052255,34.930408015112704,29.54555129266214,3.733533911684212,2150.215796555988,低折扣,超高利润,5802.589894996801,其他,False,中频,秋
2024,7,Q3,西南,食品,产品40,中价,3846.78965688588,5,0.1975198786131125,232.98750331189385,36.08840769529161,47.75311198730328,34.728520952137146,769.357931377176,中等折扣,超高利润,5235.034791443165,高等教育,True,低频,夏
2023,5,Q2,华北,食品,产品23,中价,818.8060586743895,3,0.086030063267365,684.6455142710192,40.4135891796534,13.075035691138387,32.645303695886696,272.9353528914632,低折扣,超高利润,1149.714975405169,高等教育,False,中频,春
2022,7,Q3,华北,服装,产品3,低价,3482.581949813572,9,0.1678850566934171,261.07947136217854,10.23568024358317,6.14393083307862,39.79535754447306,386.95354997928575,中等折扣,中利润,3839.047902417233,其他,True,中频,夏
2023,9,Q3,华南,服装,产品40,低价,4730.617916444787,6,0.0838035572793679,884.896054943073,21.20729689462062,6.773429088067546,29.140732313494265,788.4363194074645,低折扣,高利润,5733.854102935348,高等教育,False,低频,秋
2022,3,Q1,华东,电子产品,产品10,中价,3444.4483459590697,3,0.1046611249815871,565.86316429931,48.56935674665148,31.438061574205054,3.956693113104445,1148.1494486530232,中等折扣,超高利润,5117.3947510620665,其他,False,中频,春
2024,8,Q3,华东,食品,产品25,中价,1724.9225606283865,7,0.2769506135262538,194.07430446564072,46.5318535145273,7.773884754657059,12.138693521543166,246.41750866119807,高折扣,超高利润,2527.56099977902,高等教育,True,中频,夏
2022,2,Q1,华东,服装,产品49,低价,2552.838655411073,4,0.0619929554675115,232.1254839415012,44.78338833395832,48.13455230708392,36.54900116075965,638.2096638527682,低折扣,超高利润,3696.0863040032136,高等教育,True,高频,冬
2022,11,Q4,华北,家居,产品8,低价,3264.0527124201626,3,0.2622327354077491,498.9107037510192,25.34398296525376,11.386994484172936,8.35382636179786,1088.0175708067209,高折扣,高利润,4091.2936758328315,其他,False,中频,秋
2022,7,Q3,华东,服装,产品11,低价,2601.7950027696675,8,0.009137342421149,961.98600531913,43.57368291140626,18.71252627238404,31.733140583855043,325.22437534620843,低折扣,超高利润,3735.492907281336,中等教育,True,低频,夏
2022,2,Q1,西北,服装,产品5,低价,687.7694144817522,4,0.0272629615108945,771.9457422448179,7.177814687559453,42.01330108992568,35.33141056050103,171.94235362043804,低折扣,低利润,737.136228530965,高等教育,True,低频,冬
2022,4,Q2,西南,食品,产品45,中价,1629.1138187949011,1,0.256402512415279,493.42654639758666,11.683284091570286,14.843314539684188,15.52491910563061,1629.1138187949011,高折扣,中利润,1819.447814419739,其他,False,高频,春
2023,7,Q3,华北,食品,产品37,中价,4031.7405497127993,6,0.1891668092727585,344.3419531165949,23.62854643178244,15.933580630455676,15.181088829727972,671.9567582854665,中等折扣,高利润,4984.382237510688,中等教育,True,中频,夏
2022,3,Q1,华南,美妆,产品45,高价,4320.948425868035,1,0.224170841411865,553.7758084149582,26.752643000695688,33.90390301059582,25.543317973202463,4320.948425868035,高折扣,高利润,5476.91633248469,其他,False,中频,春
2022,2,Q1,华南,家居,产品38,低价,772.7701603062941,5,0.0628253012465562,750.8772250943335,16.85782190843856,17.423873982016804,38.89659864120961,154.55403206125882,低折扣,中利润,903.0423776922844,高等教育,True,高频,冬
2024,11,Q4,西南,食品,产品29,中价,4766.695086753751,7,0.161125036677031,786.089302568272,21.041450188150435,14.785143530346511,10.851872884193144,680.9564409648216,中等折扣,高利润,5769.676859054056,高等教育,False,低频,秋
2022,10,Q4,华北,电子产品,产品5,中价,1711.2308274581858,6,0.2211657670713914,331.3627101159752,12.324924546141595,16.437997143754586,42.41536062586572,285.2051379096976,高折扣,中利润,1922.1387357527217,其他,False,低频,秋
2024,7,Q3,华东,家居,产品9,低价,3345.337319780528,2,0.1881942411030787,723.9476755317385,27.011031427215823,27.079137470332707,27.36122213208476,1672.668659890264,中等折扣,高利润,4248.947434572826,高等教育,True,中频,夏
2023,1,Q1,华东,家居,产品48,低价,3783.9432151877377,4,0.1415096300673628,661.2108922358243,40.72294817905376,48.47449427291669,44.65356473950016,945.9858037969344,中等折扣,超高利润,5324.87644983346,其他,True,中频,冬
2022,8,Q3,西北,食品,产品2,中价,4078.536549725629,2,0.2879351359313144,959.5211690763308,34.76121771475876,42.45070737025527,4.943003855794196,2039.2682748628145,高折扣,超高利润,5496.285519351764,其他,True,高频,夏
2024,3,Q1,西北,家居,产品1,低价,4734.173540907058,1,0.2028472000360336,931.7793876029348,9.850651131449355,17.807461905207973,6.568734006297399,4734.173540907058,高折扣,低利润,5200.520460379195,其他,False,低频,春
2024,12,Q4,华东,食品,产品40,中价,1633.3057853412308,3,0.2723252400723713,791.4855323475413,26.941172152852225,21.3517943824144,37.37223936339324,544.4352617804103,高折扣,高利润,2073.337508752507,其他,True,中频,冬
2023,12,Q4,华南,服装,产品30,低价,4306.681627302617,3,0.2189311534721043,726.1607419663791,36.39408722508762,25.903051272683484,39.04925940656937,1435.5605424342057,高折扣,超高利润,5874.059095249954,高等教育,True,高频,冬
2022,2,Q1,华南,美妆,产品11,高价,745.2658268374145,7,0.2206390585793049,281.30117380723306,28.845288344927354,49.05183411576456,20.600182288321093,106.46654669105921,高折扣,高利润,960.2399035248737,高等教育,True,高频,冬
2022,3,Q1,西北,服装,产品28,低价,3554.7004411326043,1,0.0240054809273038,847.505603537548,22.625401844099702,12.757571075107206,32.419131750262736,3554.7004411326043,低折扣,高利润,4358.965700292842,其他,False,中频,春
2024,5,Q2,西南,食品,产品44,中价,3735.690874618531,9,0.107839386556183,433.2306466762325,32.98614895777452,21.08673965713473,39.1725206476037,415.0767638465034,中等折扣,超高利润,4967.951431122189,高等教育,False,高频,春
2022,11,Q4,华东,食品,产品12,中价,3420.84388188647,6,0.2575108220158975,279.5181370809842,48.5887399385124,37.82417422922217,2.897622681628462,570.1406469810784,高折扣,超高利润,5082.988819358799,其他,False,低频,秋
2024,8,Q3,西北,服装,产品39,低价,1336.3422070622496,4,0.0697811586446267,390.3191503739279,9.27085593947351,48.37746804210245,26.25381861170338,334.0855517655624,低折扣,低利润,1460.2325679373714,高等教育,True,低频,夏
2022,10,Q4,西北,电子产品,产品26,中价,4377.911420374497,3,0.0346517598469398,837.5761351163428,22.55072273364023,12.005384574390696,38.55314932716554,1459.3038067914988,低折扣,高利润,5365.16208630752,高等教育,False,低频,秋
2024,7,Q3,华东,电子产品,产品13,中价,927.4064705149356,3,0.097831816991638,157.14688342210616,23.297263387074302,15.23209793874556,18.5188175617301,309.1354901716452,低折扣,高利润,1143.4667986195695,其他,True,低频,夏
2022,7,Q3,华东,电子产品,产品8,中价,362.8104784520711,2,0.0661313654677841,461.59715370862426,30.96352897107669,15.15626034756936,14.304878668946785,181.40523922603555,低折扣,超高利润,475.14940605768015,其他,True,中频,夏
2023,12,Q4,华南,食品,产品28,中价,3615.5784539983697,2,0.2775864584379465,497.4340185841948,11.847857084686304,5.941941327143308,36.01109414417285,1807.7892269991848,高折扣,中利润,4043.947022012807,其他,True,低频,冬
2022,7,Q3,西南,家居,产品30,低价,2429.831004640395,5,0.2603899926006393,46.263400622831206,12.948936344171129,32.18520312414273,15.774609674124791,485.966200928079,高折扣,中利润,2744.4682747022134,其他,True,中频,夏
2022,8,Q3,西南,食品,产品9,中价,4260.580297797513,9,0.1499049690848712,203.7885692526837,17.84126236990346,35.18163833656522,1.1396691201181413,473.3978108663903,中等折扣,中利润,5020.721607207981,中等教育,True,低频,夏
2023,1,Q1,华东,家居,产品39,低价,1978.6459911854688,2,0.0184031623451604,828.4750042900979,48.01415194708338,32.1136650556364,43.22119385567889,989.3229955927344,低折扣,超高利润,2928.6760838881337,其他,True,低频,冬
2022,4,Q2,华北,服装,产品31,低价,924.5650836877928,2,0.2143687038279468,832.4597147088131,38.034886155390616,8.209534523576645,27.053422399444813,462.2825418438964,高折扣,超高利润,1276.2223607009369,高等教育,False,中频,春
2023,6,Q2,西北,美妆,产品21,高价,4198.566743102361,6,0.1870235194008793,299.4909330454055,34.77619857611764,8.115355658553426,37.05878842324313,699.7611238503936,中等折扣,超高利润,5658.668651034473,高等教育,False,中频,夏
2022,9,Q3,西北,家居,产品47,低价,2789.657195036352,2,0.2911664012185487,876.148262251947,41.7630959327418,14.467394952235582,37.31326874307944,1394.828597518176,高折扣,超高利润,3954.7044055940173,中等教育,False,高频,秋
2024,2,Q1,华东,电子产品,产品34,中价,1027.059382712739,4,0.167685972081113,774.0651096776644,10.740941101251185,18.06325320645116,3.922058496400244,256.76484567818477,中等折扣,中利润,1137.3752260847884,其他,True,中频,冬
2024,1,Q1,华北,食品,产品31,中价,3629.881593073584,6,0.1009181170208728,423.7284089574553,43.66997688756882,40.39446451595213,8.51784877300445,604.980265512264,中等折扣,超高利润,5215.050045814933,高等教育,True,中频,冬
2022,10,Q4,华南,服装,产品25,低价,2604.4568285985524,5,0.1557065080735667,750.9222809609875,31.767472124937683,12.17256195870145,14.689309953424484,520.8913657197105,中等折扣,超高利润,3431.826925629634,其他,False,低频,秋
2022,12,Q4,华东,电子产品,产品12,中价,3061.1336129775677,1,0.2937789874213549,961.7212848828582,20.08980533565209,6.984149737888946,15.110768541818205,3061.1336129775677,高折扣,高利润,3676.109396888975,高等教育,True,低频,冬
2022,2,Q1,华东,服装,产品1,低价,2358.401857212252,6,0.2089087297599091,464.38002088469534,41.71348650855607,22.72943784708748,29.98658917796017,393.066976202042,高折扣,超高利润,3342.1734977380206,高等教育,True,中频,冬
2024,7,Q3,西北,美妆,产品22,高价,4160.674020708231,1,0.2015928413781153,246.0429071639488,41.11540404568808,23.73764765638641,28.41784851311813,4160.674020708231,高折扣,超高利润,5871.351955346396,高等教育,True,高频,夏
2022,3,Q1,华东,食品,产品40,中价,4164.857306846944,3,0.0722044769177656,942.3983350496544,43.05688617725272,25.29083021850294,22.761950232431804,1388.2857689489813,低折扣,超高利润,5958.115176901026,高等教育,False,高频,春
2024,10,Q4,华东,食品,产品37,中价,3576.0052269394923,5,0.2230807552681853,607.7068456776238,10.198305504814195,42.21065948121358,10.295604221585789,715.2010453878985,高折扣,中利润,3940.697164850906,其他,False,低频,秋
2023,2,Q1,华东,美妆,产品47,高价,616.4667492426652,5,0.2250815488415315,114.21251085562102,48.62125602480992,9.410243669192376,17.80727266637335,123.29334984853304,高折扣,超高利润,916.2006256997644,中等教育,True,中频,冬
2024,11,Q4,西北,食品,产品1,中价,4210.383923329938,6,0.0951866951327715,576.9559876981226,48.1831769205379,36.67739370898829,24.91813461246746,701.730653888323,低折扣,超高利润,6239.0806581418865,其他,False,中频,秋
2024,7,Q3,华南,家居,产品1,低价,3387.9636046112582,8,0.1451141497172139,505.5750805538157,21.08613404757837,20.207550697038087,21.591356108573443,423.4954505764073,中等折扣,高利润,4102.354151762756,高等教育,True,低频,夏
2023,2,Q1,华南,服装,产品42,低价,3515.418413421068,5,0.0883809998821368,857.0330051348077,7.965230819536384,18.949106139596147,6.600871456183448,703.0836826842136,低折扣,低利润,3795.4296043225395,高等教育,True,低频,冬
2024,3,Q1,华东,电子产品,产品42,中价,1878.615917978971,1,0.077611521097286,535.3882378658861,12.517505126095356,46.96444067386909,29.578461714084646,1878.615917978971,低折扣,中利润,2113.771761811632,高等教育,False,中频,春
2022,11,Q4,西北,美妆,产品21,高价,4408.469825169333,5,0.0077688210748455,262.6801100008406,49.677387145011366,16.181083598753393,4.214278179669064,881.6939650338666,低折扣,超高利润,6598.482447389707,高等教育,False,高频,秋
2022,7,Q3,华南,家居,产品15,低价,3654.3208411508017,3,0.0855635233959996,678.8876232262396,30.33558244272484,33.913932590271486,17.640566055567533,1218.1069470502673,低折扣,超高利润,4762.88035263978,其他,True,中频,夏
2024,4,Q2,华南,电子产品,产品17,中价,651.6932859930529,4,0.1661909849634824,547.1496980102244,21.04798094717234,17.380749081924144,32.24129129771008,162.92332149826322,中等折扣,高利润,788.861564662872,其他,False,中频,春
2022,1,Q1,华南,电子产品,产品22,中价,2098.112368590197,8,0.0004803562647086,240.7141819842037,17.969121223251747,27.82147471881733,1.8810355188670864,262.26404607377464,低折扣,中利润,2475.124723502208,中等教育,True,中频,冬
2024,5,Q2,西北,美妆,产品38,高价,4443.263773604695,7,0.0849657251429002,577.8915793634787,16.56462808899264,40.3831801668325,26.07924403799391,634.7519676578137,低折扣,中利润,5179.273892715253,高等教育,False,低频,春
2022,12,Q4,西北,家居,产品35,低价,331.2638383171571,5,0.264423099696975,823.3202221107892,34.886874427451694,44.67751355823172,15.718922862305082,66.25276766343141,高折扣,超高利润,446.8314376144203,高等教育,True,低频,冬
2022,9,Q3,华东,电子产品,产品45,中价,4810.941436246043,2,0.1780945755322082,38.285208546770335,23.87245241838587,42.74137581327727,1.3886011106003164,2405.4707181230215,中等折扣,高利润,5959.4311414902895,高等教育,False,低频,秋
2024,8,Q3,西南,电子产品,产品16,中价,3427.896584765858,6,0.1823588472242941,634.5425282586606,48.44348147158752,31.198133126508797,9.376863926682764,571.3160974609763,中等折扣,超高利润,5088.489031672088,高等教育,True,中频,夏
2022,12,Q4,华南,家居,产品8,低价,3193.742290452545,6,0.1210092915079059,356.08934382654814,35.77293637904127,16.196734190219995,42.40163250390879,532.2903817420909,中等折扣,超高利润,4336.237688126669,高等教育,True,低频,冬
2024,9,Q3,西南,食品,产品47,中价,1425.740356791158,6,0.2029416430477233,299.7447313018299,40.642006597203256,34.75550224678396,23.930551842223977,237.62339279852634,高折扣,超高利润,2005.1898466572097,其他,False,中频,秋
2022,10,Q4,西北,电子产品,产品17,中价,1319.0797648219675,9,0.0569798298691077,398.66187285750016,18.1733696862422,36.94572706008236,44.8779970036818,146.56441831355195,低折扣,中利润,1558.8010069394777,中等教育,False,中频,秋
2022,9,Q3,西北,服装,产品17,低价,4716.085275494118,8,0.2456240431152574,348.60243760550185,8.563388409888162,5.481139555107564,24.09193701604861,589.5106594367647,高折扣,低利润,5119.941975376224,中等教育,False,低频,秋
2023,7,Q3,西北,家居,产品26,低价,1561.5350257472014,8,0.0350067359807699,833.9167156413572,26.95202768218465,24.764472991934355,24.9332021407718,195.19187821840018,低折扣,高利润,1982.4003781535964,高等教育,True,中频,夏
2023,4,Q2,西南,电子产品,产品13,中价,3899.9759539230968,1,0.1968004063959327,282.0498326602216,19.156169594580227,42.946791926979394,18.241092569045502,3899.9759539230968,中等折扣,中利润,4647.061961804453,中等教育,False,高频,春
2024,5,Q2,西北,美妆,产品17,高价,2026.296811214688,5,0.1023447977459049,735.8214928755195,14.093742425356565,27.031441830937133,14.64177842418223,405.2593622429376,中等折扣,中利润,2311.8778645605,高等教育,False,高频,春
2023,1,Q1,华东,服装,产品38,低价,782.3449468450494,7,0.224253891174743,103.11922202630284,47.86889588603877,19.01189489734945,12.06800433784957,111.76356383500706,高折扣,超高利润,1156.8448349199916,其他,True,低频,冬
2024,1,Q1,西北,电子产品,产品17,中价,152.50495870725885,6,0.164929365379806,951.8824087595714,24.97946964539136,44.23089969610982,16.11050710974965,25.417493117876475,中等折扣,高利润,190.59988857525522,中等教育,True,中频,冬
2023,3,Q1,华北,服装,产品48,低价,2766.8609513747288,5,0.1357059115436148,626.0934708760662,12.861886642195357,12.014631388841256,21.233447559619016,553.3721902749458,中等折扣,中利润,3122.7314704877144,高等教育,False,低频,春
2022,8,Q3,西南,服装,产品14,低价,4881.31621088977,8,0.050826720627974,709.6513912741145,13.93927937065126,14.290035458729015,9.447645810154764,610.1645263612213,低折扣,中利润,5561.736514490583,其他,True,低频,夏
2024,2,Q1,华北,食品,产品45,中价,1908.767349665102,3,0.1910464392853058,305.0589387735065,17.63193841090673,35.931756512126,10.894504039450618,636.2557832217007,中等折扣,中利润,2245.32003316555,其他,True,高频,冬
2024,4,Q2,西北,服装,产品6,低价,1850.24243656592,6,0.2924309530261239,417.9756030210335,49.96923206853708,20.859617368695872,12.947969821411322,308.37373942765333,高折扣,超高利润,2774.7943735240992,高等教育,False,中频,春
2022,2,Q1,华东,食品,产品35,中价,1786.0489274622662,5,0.2476810274721045,231.5406024082665,17.06051752338188,37.08575760802005,20.76743524495692,357.20978549245325,高折扣,中利润,2090.75811770814,高等教育,True,低频,冬
2024,5,Q2,华南,家居,产品46,低价,2650.6648027938063,8,0.0180024577767035,933.2107249442016,19.79608120603041,12.096662956677136,29.72378813982669,331.3331003492258,低折扣,中利润,3175.3925596545337,高等教育,False,高频,春
2024,9,Q3,西北,食品,产品14,中价,2259.2579287790386,4,0.1128688135083573,493.2234026303639,34.66976575928007,16.352109032038065,38.67043061259664,564.8144821947596,中等折扣,超高利润,3042.537360584694,其他,False,低频,秋
2023,1,Q1,华东,美妆,产品47,高价,4411.581670962371,8,0.2776749027570815,634.14363450141,18.228261938463422,12.049132026363509,13.633800836234306,551.4477088702964,高折扣,中利润,5215.736333574634,高等教育,True,低频,冬
2024,5,Q2,西南,电子产品,产品8,中价,2577.0518794451023,2,0.1509131242671064,736.9293102254082,14.711191297686202,47.88096411035794,9.084046975023243,1288.5259397225511,中等折扣,中利润,2956.166911270889,其他,False,中频,春
2022,9,Q3,华北,家居,产品15,低价,2588.0134071239872,9,0.1986335477424537,377.3950301885436,12.13867339923194,23.243178238291584,17.669288453424418,287.5570452359986,中等折扣,中利润,2902.163902143103,中等教育,False,低频,秋
2023,1,Q1,华北,家居,产品27,低价,778.0208141307273,9,0.2737798036774171,722.9006379937498,19.070719926250646,20.17489594596017,40.35285536036165,86.44675712563637,高折扣,中利润,926.3949845615334,高等教育,True,低频,冬
2023,9,Q3,华北,美妆,产品13,高价,4915.423750460891,6,0.2621384071259642,679.2325648587768,9.766206033294807,5.639097027684412,1.4338720468341366,819.2372917434818,高折扣,低利润,5395.4741613404085,高等教育,False,低频,秋
2022,8,Q3,西南,食品,产品49,中价,1324.8671652572657,4,0.1505461126621533,708.6027405352071,5.83909638866523,11.903791073489934,30.8262191065408,331.2167913143164,中等折扣,低利润,1402.227436058414,高等教育,True,高频,夏
2022,4,Q2,华东,电子产品,产品31,中价,459.483930552053,4,0.1312938907972806,494.3376012025668,41.20887638006048,23.95111353091248,21.995042042109585,114.87098263801325,中等折扣,超高利润,648.8320954794914,高等教育,False,中频,春
2023,12,Q4,西南,食品,产品35,中价,3349.416619978523,6,0.1019077855438761,389.1080084687009,11.205272408655944,8.082625665735232,8.086033458269922,558.2361033297539,中等折扣,中利润,3724.727876347913,其他,True,中频,冬
2024,11,Q4,华北,服装,产品6,低价,3017.295213768676,5,0.2157058329488673,229.86136632689997,39.9189582416859,27.98326982777976,15.124947156076534,603.4590427537353,高折扣,超高利润,4221.768030181382,高等教育,False,中频,秋
2023,10,Q4,西北,食品,产品5,中价,2134.213704564454,6,0.0860960398414629,826.380089272884,40.889411554399686,25.475694730900152,10.897801930589493,355.70228409407565,低折扣,超高利润,3006.8811296742138,其他,False,高频,秋
2022,5,Q2,华南,家居,产品22,低价,2168.7419460153224,7,0.07496628192927,612.2665460663619,29.20637868481594,39.52256631549584,39.624615387165385,309.8202780021889,低折扣,高利润,2802.1529314650043,高等教育,False,低频,春
2023,5,Q2,西南,电子产品,产品49,中价,3946.813213127513,7,0.106874968381134,449.90867413652006,18.935688124082816,34.69112156301425,22.20242889357957,563.8304590182162,中等折扣,中利润,4694.16945400543,其他,False,低频,春
2022,11,Q4,西南,食品,产品23,中价,1058.9919364882803,9,0.0531645170636376,944.5559476435052,11.52647301874498,25.06762873942582,25.776148226389683,117.66577072092004,低折扣,中利润,1181.056356318287,高等教育,False,低频,秋
2023,12,Q4,华东,电子产品,产品25,中价,4119.24126282996,8,0.2085359447837302,57.36042438196842,38.15622980244496,15.109731504728217,27.122255250828907,514.905157853745,高折扣,超高利润,5690.988425192496,高等教育,True,低频,冬
2024,6,Q2,华东,电子产品,产品34,中价,3278.860858085589,6,0.1848721947991836,851.6702257529971,32.062414369180374,37.70886047080128,29.143153482503667,546.4768096809315,中等折扣,超高利润,4330.142812993854,其他,False,中频,夏
2023,7,Q3,西南,服装,产品26,低价,2152.951891519669,6,0.144863560234753,997.6067670165128,34.495405542210385,36.85379465543919,22.80445037654092,358.8253152532782,中等折扣,超高利润,2895.6213776280683,高等教育,True,低频,夏
2023,8,Q3,华北,服装,产品47,低价,2344.340221260956,5,0.1170977337784663,888.0726897740386,5.390109043030897,11.898327223192434,1.786435356797896,468.86804425219117,中等折扣,低利润,2470.702715526553,高等教育,True,中频,夏
2022,8,Q3,华南,家居,产品5,低价,1357.5713152118694,1,0.2727187628690194,812.332219759469,46.7382657068521,46.16383241414312,15.727798224244683,1357.5713152118694,高折扣,超高利润,1992.0766036755995,高等教育,True,中频,夏
2022,11,Q4,华东,美妆,产品26,高价,3785.3602302151767,9,0.0087371354967315,380.5629334722614,7.983058435094761,7.898230220676943,9.090422591723613,420.59558113501964,低折扣,低利润,4087.5477493720923,高等教育,False,高频,秋
2022,2,Q1,华北,电子产品,产品20,中价,2613.086237295812,9,0.2307323230521897,239.00104043967056,21.506264831300257,7.476696900172229,30.926285088113787,290.34291525509025,高折扣,高利润,3175.0634837589087,中等教育,True,中频,冬
2023,9,Q3,西北,美妆,产品6,高价,1672.1872594742335,9,0.2705728715246666,737.502015294605,23.12202423432651,13.430768794809214,3.495004660282053,185.79858438602594,高折扣,高利润,2058.830802853186,高等教育,False,中频,秋
2024,7,Q3,华东,家居,产品6,低价,3020.645567228656,8,0.1339063738289777,311.5296126256827,5.0609986024076985,45.9257359121947,25.807349208912346,377.580695903582,中等折扣,低利润,3173.5203971697883,中等教育,True,中频,夏
2022,4,Q2,华北,电子产品,产品18,中价,4979.098815051483,3,0.165207147441194,184.27928533342097,27.36901892078587,28.39991558166148,10.26779578006924,1659.699605017161,中等折扣,高利润,6341.829311827549,高等教育,False,高频,春
2022,4,Q2,华北,电子产品,产品4,中价,2232.7851703171136,1,0.2833391063646113,788.6606282325554,38.87640475299545,40.45734143028051,42.74921689255069,2232.7851703171136,高折扣,超高利润,3100.8117703944536,高等教育,False,高频,春
2023,11,Q4,华南,美妆,产品17,高价,4611.387863815236,8,0.0636832545856543,319.418215714355,42.04708939016475,15.252943463442527,15.763801456207563,576.4234829769046,低折扣,超高利润,6550.3422410408375,高等教育,False,中频,秋
2022,8,Q3,华南,食品,产品14,中价,1790.582515630374,7,0.1560404543354054,915.297312192465,44.5728646987648,27.05998885941834,15.309732420483906,255.79750223291057,中等折扣,超高利润,2588.6964376420397,高等教育,True,高频,夏
2024,4,Q2,西北,服装,产品14,低价,368.19026393243087,5,0.1424163381384638,842.226318370934,26.947349074191628,21.1230258630747,41.62892539159184,73.63805278648617,中等折扣,高利润,467.40777961149047,高等教育,False,中频,春
2024,6,Q2,华北,食品,产品13,中价,1100.7863212053016,7,0.077517794361111,849.1639262141626,33.37862857383427,42.25228731797867,19.36330849338222,157.25518874361453,低折扣,超高利润,1468.2136987519934,高等教育,False,中频,夏
2022,5,Q2,华北,美妆,产品7,高价,2151.6062023056525,4,0.2455779691119323,773.8540287952679,8.578387098342445,6.017199771165198,43.36594270417265,537.9015505764131,高折扣,低利润,2336.1793111713764,中等教育,False,中频,春
2022,3,Q1,华南,服装,产品44,低价,1176.2111501133882,9,0.2698801784289707,882.0726095369893,26.961720092678743,15.97292284847474,2.0634954938741537,130.69012779037647,高折扣,高利润,1493.3379081058372,高等教育,False,低频,春
2023,10,Q4,华东,食品,产品15,中价,101.11248726945212,2,0.2345797739364626,807.689423256339,11.966708969228089,11.865840093607044,14.479161308894437,50.55624363472606,高折扣,中利润,113.21232435253525,中等教育,False,低频,秋
2024,11,Q4,华东,服装,产品19,低价,4583.507534962883,9,0.0586076882545825,606.4862499389814,21.633940293013467,43.663506742470624,30.31249025172297,509.2786149958759,低折扣,高利润,5575.100818402527,中等教育,False,低频,秋
2024,2,Q1,西南,电子产品,产品43,中价,4235.009115031552,9,0.0260245906504144,302.8644913960445,19.81873907890697,26.039473236219457,40.19770643921609,470.5565683368391,低折扣,中利润,5074.334521507582,中等教育,True,中频,冬
2022,9,Q3,华南,食品,产品47,中价,3737.231934286041,5,0.1816333455916026,889.3271012820076,24.059325975867868,23.18990197519473,12.281846092364493,747.4463868572082,中等折扣,高利润,4636.384747830151,高等教育,False,中频,秋
2023,10,Q4,西南,服装,产品44,低价,922.2915186655404,1,0.0171284281529651,842.19758654546,30.723647808835967,25.226724294548596,41.9410140464014,922.2915186655404,低折扣,超高利润,1205.6531166311056,高等教育,False,低频,秋
2024,9,Q3,华南,服装,产品35,低价,689.7815234289317,7,0.2018477665674252,478.1505289884397,45.62944911783482,48.73660478160508,27.14134452596428,98.54021763270453,高折扣,超高利润,1004.5250326861619,高等教育,False,中频,秋
